1000.000000 0.139789
2000.000000 0.125586
3000.000000 0.613167
4000.000000 0.753955
5000.000000 0.542306
6000.000000 0.641379
7000.000000 0.805340
8000.000000 0.800263
9000.000000 0.874365
10000.000000 0.556138
11000.000000 0.791228
12000.000000 0.422783
13000.000000 0.825304
14000.000000 0.547443
15000.000000 0.851978
16000.000000 0.781546
17000.000000 0.772613
18000.000000 0.778840
19000.000000 0.847807
20000.000000 0.867024
21000.000000 0.301552
22000.000000 0.602774
23000.000000 0.880046
24000.000000 0.845688
25000.000000 0.730541
26000.000000 0.864369
27000.000000 0.716962
28000.000000 0.836528
29000.000000 0.864220
30000.000000 0.866379
31000.000000 0.818360
32000.000000 0.794229
33000.000000 0.780228
34000.000000 0.834226
35000.000000 0.867513
36000.000000 0.690660
37000.000000 0.797421
38000.000000 0.861202
39000.000000 0.849622
40000.000000 0.816274
41000.000000 0.881362
42000.000000 0.728140
43000.000000 0.873112
44000.000000 0.836304
45000.000000 0.843336
46000.000000 0.591870
47000.000000 0.838470
48000.000000 0.573706
49000.000000 0.704649
50000.000000 0.748101
51000.000000 0.892793
52000.000000 0.874503
53000.000000 0.845438
54000.000000 0.791261
55000.000000 0.787583
56000.000000 0.802325
57000.000000 0.856560
58000.000000 0.843827
59000.000000 0.864528
60000.000000 0.759850
61000.000000 0.849856
62000.000000 0.851681
63000.000000 0.434553
64000.000000 0.803749
65000.000000 0.833880
66000.000000 0.833526
67000.000000 0.810405
68000.000000 0.687688
69000.000000 0.741241
70000.000000 0.780277
71000.000000 0.626911
72000.000000 0.784898
73000.000000 0.827851
74000.000000 0.837047
75000.000000 0.859024
76000.000000 0.763494
77000.000000 0.800569
78000.000000 0.756645
79000.000000 0.897135
80000.000000 0.670305
81000.000000 0.830353
82000.000000 0.848389
83000.000000 0.877347
84000.000000 0.891405
85000.000000 0.887772
86000.000000 0.749802
87000.000000 0.764273
88000.000000 0.854639
89000.000000 0.802055
90000.000000 0.802426
91000.000000 0.869167
92000.000000 0.819732
93000.000000 0.818895
94000.000000 0.833968
95000.000000 0.793676
96000.000000 0.717520
97000.000000 0.767209
98000.000000 0.737641
99000.000000 0.737950
100000.000000 0.890623
